normalized_company,label
EGR Elektro - Gerate Recycling GmbH,0
Partisan Vertriebs GmbH,0
Galina Schibilski Pelze,0
CFE Management GmbH,0
Fahr service Thomas Rapp e . K .,0
Beschriftungs & Graviertechnik Schwarz Verwaltungs GmbH,0
MARKOTEC LTD . Niederlassung Deutschland,0
Idee und los GmbH,0
DeCon DeCoating Control GmbH,0
INSPECVISION Deutschland GmbH,0
Klaus Kroschke Holding Beteiligungs - und Geschafts fuhrung gesellschaft mbH,0
Auto land Harz GmbH,0
Imperial - Werke oHG,0
Mein Schnappchen paradies GmbH,0
Hahn Metall bau GmbH,0
Bau unternehmung Schuhegger GmbH,0
Bischoff Beteiligungs GmbH,0
TEA Tief - und Erd bau GmbH,0
Beichler & Grunen wald Verpachtung KG,0
Gottinger Wohnung bau Kurth GmbH,0
D + S Erd bau - GmbH,0
AGO AG Energie + Anlagen,0
Flaminger Getranke fach grosshandel GmbH,0
Eris Car - Design GmbH,0
Breeze Four Energy GmbH & Co . KG,0
AVANZA GmbH & Co . KG,0
Lindner Group KG,0
Imperial Immobilien und Facility Management e . Kfr .,0
BG Immobilien GmbH Sinsheim,0
Movemanagement GmbH,0
Adhesive Products GmbH,0
Avanti Technology Graf GmbH,0
BVH BurkhardvonHarder Pictures GmbH,0
Walter Perske GmbH,0
St . Josefs - Hospital Wiesbaden GmbH,0
AKW GmbH,0
EXA EDV GmbH,0
Jubel kind GmbH,0
investadvice GmbH,0
Altran Deutschland Holding GmbH,0
H . Schafer Immobilien GmbH,0
Elektro Schmitter GmbH,0
isyShare GmbH,0
G . B . Verwaltungs GmbH,0
CB Transporte und Dienst leistungen GmbH,0
W . Linnepe GmbH & Co . KG,0
Forst unternehmen Bergelt GmbH,0
TORNADO XXL GmbH,0
SIS - Ingenieure Saar GmbH,0
G . D . City Bau GmbH,0
DIBU Logistik & Dienstleistung GmbH,0
DMT Produkt entwicklung AG,0
Engelbertz GmbH,0
Lisette Geiter GmbH & Co . KG,0
SANI - THERM Warme technik GmbH,0
koellner . werbung Produktion gesellschaft mbH,0
Design boden Manufaktur GmbH,0
ISK GmbH Industriesteckverbinder Zubehor & Kabel konstruktion,0
KLITRA Verwaltungs - GmbH,0
Thule GmbH,0
CMR Invest GmbH,0
MINOLA - Solar energie GmbH & Co . KG,0
Luna media GmbH,0
BODEN DESIGN Durdu GmbH,0
C & P Christa GmbH,0
DEM Jooobs Personal service GmbH,0
FKI - Fuhrung krafte Institut GmbH,0
FHG Klockner Photovoltaikprojektgesellschaft mbH & Co . KG,0
HETOM Beteiligungs GmbH & Co . Vermietungs - KG,0
Concentro Management AG,0
Ava Diaz e . Kfr .,0
Seitz & Krachowitzer Teamlogistic GmbH,0
BMN Haus verwaltung GmbH,0
DATAPOS CCTV ENGINEERING UG ( haftungsbeschrankt ),0
agra consult GmbH,0
Auras Maler - und Trocken bau GmbH,0
Technische Kunststoffe Hennecke GmbH,0
Heier & Heier Bau gesellschaft mbH & Co . KG,0
HK Bau projekt GmbH,0
V . M . Fahrzeug technik e . K .,0
DORADO Potsdam GmbH,0
Syngenta Seeds GmbH,0
Service gesellschaft Klinikum M agdeburg GmbH,0
gip - GmbH Gesellschaft fur Innovative Planung,0
GT Gardinen Tegel GmbH,0
Allbo - Verwaltungs GmbH,0
aspire - tec GmbH,0
Bierlein & Schwarz GmbH & Co . KG,0
cbo Computer - und Buro technik vertrieb Oberland GmbH,0
Jentner Plating Technology GmbH,0
M + W High Tech Projects GmbH,0
NotarNet GmbH,0
beko - pictures UG ( haftungsbeschrankt ),0
CPS PC - Benutzer service GmbH,0
GASTRO Betriebs - und Beratungs GmbH,0
LiLa GmbH,0
Sparda - Consult Gesellschaft fur Projekt - und Innovation management mbH,0
diMarogi GmbH,0
DOMICILE INNEN AUSBAU GmbH,0
Auto mobile Weinhold GmbH,0
Garten - und Landschaft bau Gaisch GmbH,0
Catalena Invest GmbH,0
EDEKA Handels gesellschaft Sud bayern mbH,0
WESAL Verwaltungs - GmbH,0
Gemeinnutzige Kranken haus gesellschaft des Land kreises Schwan dorf mbH,0
Jematic Engineering u . Marketing Gesellschaft mit beschrankter Haftung,0
BAUM Dritte Bank immobilien GmbH,0
Huskamp GmbH Bau unternehmen,0
HMS - GELA LTD Zweig niederlassung Deutschland,0
H & H Bau betreuung gesellschaft mbH,0
Spielorado - Kinder welt GmbH,0
A . S . T . - Auto Service Team Schon berg GmbH,0
Enracon Consulting GmbH,0
Wein gartner Freuden stein - Hohenklingen eG,0
Fair Shoes GmbH,0
DAS DA Kultur management GmbH,0
Biotech - PrO Preussisch Oldendorf GmbH & Co . KG,0
IRF GmbH Ingenieur buro Rolf Flau,0
W & D Vermogens verwaltung KG,0
AMORIM CORK DEUTSCHLAND GmbH & Co . KG,0
Electric King dom Veranstaltung agentur und Musik produktion GmbH,0
Auto von der Weppen GmbH,0
the forest dream hotels GmbH & Co . KG,0
Physio Sport Unternehmer gesellschaft ( haftungsbeschrankt ),0
Backerei Krieger Verwaltung gesellschaft UG ( haftungsbeschrankt ),0
SaKo Bau GmbH,0
conSup ferminco trading gmbh,0
LIVG Leipziger Immobilien Verwaltungs Gesellschaft mbH,0
BBJ Buro haus GmbH & Co . KG,0
Kunath Hygiene GmbH,0
Alterna Bau trager gesellschaft mbH,0
DataMaze Solutions GmbH,0
"TUMI , INC . Zweig niederlassung Neuenrade",0
UTK Verwaltungs GmbH,0
Martens & Prahl Versicherung kontor GmbH Jena,0
Gebr . Wachs Verwaltung gesellschaft mbH,0
pb - con GmbH,0
Projekt & Marketing Stefan Bruckner e . K .,0
Cellent Finance Solutions AG,0
HABAU Handels - und Bau GmbH,0
OEWA Bader gesellschaft mbH,0
HTB Haus technik GmbH Branden burg,0
DIHAG Holding GmbH,0
"MK Stahl - & Metall bau , Michael Koch e . K .",0
MELAN macht Markte,0
Prignitzer Acker bau und Land milch GmbH Putlitz,0
Sta - Ro GmbH Event & Location Consulting,0
Research & Business Consultancy Tires Robert J . F . A . Steinmetz e . K,0
Bau technik Hohenlohe bth GmbH,0
Wohr II Geschafts fuhrung GmbH,0
Signature Residential Property Trustee GmbH,0
Meier Versorgung technik GmbH,0
A & M Ausbau GmbH,0
EnNo Consulting GmbH,0
Regional verkehr Ruhr - Lippe GmbH,0
MonoGene Prof . Stein GmbH,0
Trans - Express - Logistik UG ( haftungsbeschrankt ),0
Erste MVV Mobil funk Vermogens verwaltung gesellschaft mbH,0
mep GmbH,0
Value Holdings GmbH,0
City Gewerbe bau Aktien gesellschaft,0
Wilhelm Kroder GmbH,0
KoNaMo - Kompetenz netzwerk Nachhaltige Mobilitat eG,0
C . Hafner GmbH + Co . KG,0
CTH Consult TEAM Hamburg GmbH,0
Schmitt Gesellschaft mit beschrankter Haftung,0
SGB GmbH Wirtschaft prufung gesellschaft,0
H M B - Formen bau GmbH,0
Schmidt Grundstucks verwaltung GmbH & Co . KG,0
PE Remedial Management AG,0
SH Beteiligung gesellschaft mbH,0
German Leatex GmbH,0
HINZE Fenster und Turen GmbH,0
T & A GmbH,0
Fesch Verkehr und Service GmbH,0
KTS - Technik und Service GmbH,0
WM Wert stoff management und - handels Gesellschaft mit beschrankter Haftung,0
Honeyguide GmbH,0
Cabot Gesellschaft mit beschrankter Haftung,0
Neisseverkehr GmbH,0
HM - Beteiligung gesellschaft mbH,0
Stock Consulting e . K .,0
ROZOK GmbH,0
Alfred Neumann GmbH & Co KG,0
Markus Lauer Gesellschaft mit beschrankter Haftung,0
Loga OHG,0
Campa AG,0
Bau genossenschaft Aichach eG,0
Nocker Draht bearbeitung GmbH,0
ALCAS GmbH & Co . KG,0
Poly - clip System MB beschrankt haftende OHG,0
R . S . I . D . Rendite und Substanz Immobilien in Deutschland GmbH,0
Puttmann GmbH Fertigung technik und Maschinen bau,0
AQUILA Aviation Vertriebs GmbH,0
solut KG,0
ZPG mbH & Co . Z 5 KG,0
"Traeger Uhren , Juwelen , Schmuck GmbH",0
AMK Gastronomie betrieb UG ( haftungsbeschrankt ),0
GRENKE - Stiftung Verwaltungs GmbH,0
KT . de GmbH,0
www . Design 4 Home . de e . K .,0
BMU Computer Consulting GmbH,0
Auto - Tomandl GmbH,0
H . Volk UG ( haftungsbeschrankt ) & Co . KG,0
ACRUM GmbH,0
STAMA e . K .,0
Mobel werk Westerloh GmbH & Co . KG,0
Alpha KS Vermogens verwaltung GmbH,0
J P Controlling UG ( haftungsbeschrankt ),0
Leyh Beteiligungs GmbH,0
Bonner City Park raum GmbH,0
Concept Media Gesellschaft fur Planung und Beratung mit beschrankter Haftung,0
E . P . M . Werbung + Bau GmbH,0
NZA - Abbruch GmbH,0
Coronelle e . K .,0
Bartz Bedachungen GmbH,0
IMSTec GmbH,0
ASCENSUS Gesellschaft fur Projekt entwicklung und Vermogens verwaltung GmbH,0
Kampf LSF Maschinen und Anlagen bau GmbH & Co . KG,0
Erste WIDe WuG Vermietungs GmbH & Co . Frankonia 1 KG,0
ENERTRAG Wind feld Kleisthohe Spitzer Berg GmbH & Co . KG,0
up 2 date solutions GmbH,0
K E N music club GmbH,0
A - Z II Acker mann Zilles GmbH,0
dental - labor Beyel e . K .,0
Bange mann Gesellschaft mit beschrankter Haftung,0
Forster Projekt GmbH,0
Georg Kufner e . K .,0
WBV Sachwert - GmbH,0
A & Z Arbeit schutz - und Zweck bekleidung GmbH,0
"Elsbeth Forst e . K . , Inhaber : Markus Forst",0
Werwick IT Ltd . & Co . KG,0
Haus Plau am See GmbH & Co . KG,0
Apotheke Ibenhain Inhaber : Apotheker Dieter Dazert e . Kfm .,0
Doc ' s Service Arzte - und Labor bedarf GmbH,0
Typopharma GmbH,0
Back tage Service GmbH,0
A . H . Handels GmbH & Co . KG,0
Rudolf Jatzke Galvanik - Hartchrom Gunter Holthofer GmbH & Co . KG,0
REMIK GmbH,0
Anlagen bau Andreas Porschke GmbH & Co . Betriebs KG,0
IBE Germany GmbH,0
DIM Industrie service Nord Verwaltungs GmbH,0
Emons Holding GmbH & Co . KG,0
WEIGANG - Primoris - Organisation mittel GmbH,0
H & S Vermogens verwaltung GmbH,0
Exarchos & Lohr Technologies GmbH,0
Thomas Gabel Consulting GmbH,0
Hans Stolke Bau ausfuhrungen GmbH,0
Dieling Ferkelaufzucht KG,0
Jens Werner Verwaltungs UG ( haftungsbeschrankt ),0
Tollhaus Event + Verwaltungs GmbH,0
Argus Handel KG,0
B . Fuhr mann Einzel handel GmbH,0
Bau genossenschaft Munchen - Schwabing e . G .,0
Frankonia Beteiligungen GmbH,0
Metzgerei Richard Ziegler Party service,0
"Alfons Kohake , Muhlen betrieb e . K .",0
AED Bau sanierung und Service UG ( haftungsbeschrankt ),0
smart lemon Verwaltungs GmbH,0
KAVIS GmbH,0
flex - work GmbH & Co . KG,0
Physiotherm Produktions GmbH,0
KGF technologies GmbH,0
schoenstatt - tv GmbH,0
KLT Immobilien KG,0
Carinthia Beteiligungs GmbH,0
PRIAMOS Film Beteiligungs - GmbH,0
KASKA Logistik GmbH,0
Kappler Verwaltung gesellschaft mit beschrankter Haftung,0
Beckert Wohnen Bauen Leben GmbH & Co . KG,0
Verwaltung gesellschaft Hessische Schrauben fabrik Welter & Co mit beschrankter Haftung,0
eumila GmbH,0
Buch holz Service GmbH,0
MarWet GmbH,0
ThomasLloyd Private Wealth GmbH,0
Zero 6 Grundstucks verwaltung GmbH & Co . KG,0
Color Service OHG,0
IGUSTA - Blech technik GmbH,0
ikClips GmbH,0
ROMAJA GmbH,0
Music Parasites UG ( haftungsbeschrankt ),0
SRED Immobilien GmbH,0
PM Fulfillment GmbH,0
KOLNDATA Software GmbH,0
HILLEN TV HIFI SERVICE e . K,0
stacktrace GmbH,0
Ruch Vermogens verwaltung GmbH & Co . KG,0
Ve . liz Management GmbH,0
AWM Maler betrieb GmbH,0
Mullner Photovoltaikanlagen GmbH & Co . KG,0
aetas Personal management GmbH,0
Schindler Bau trager und Immobilien GmbH & Co . KG,0
Haus verwaltung Saalekreis GmbH,0
"KUBTEC - PERFORMANCE OHG Land - , Forst - und Garten technik",0
IRKU : GmbH & Co . KG,0
Leximania Trendworld Grosshandels GmbH,0
H & R Auto Bauer oHG,0
Gotz Motor sport UG ( haftungsbeschrankt ),0
1 MRP GmbH,0
comucation GmbH,0
Schrickel Verwaltungs GmbH,0
Reifen lager 2 4 GmbH,0
M & K GmbH Immobilien - und Projekt management,0
Pizzeria Maria - Express UG ( haftungsbeschrankt ),0
ULTRA PERFORM COATINGS GmbH,0
Wittkotter Immobilien GmbH & Co . KG,0
TG Universal Verwaltungs - UG ( haftungsbeschrankt ),0
"Papenkort , Scheffer & Hermes GmbH",0
BUB Burghauser Unternehmens beratung GmbH,0
Easy ABI GmbH,0
EnBW Real Estate GmbH,0
Adler - Apotheke Barbara Schroter e . K,0
WERNER MAYER TRANSPORTE e . K .,0
Time Plus GmbH,0
Orthopadie technik Christalle GmbH,0
Telemos Media GmbH,0
Alois Bogenschutz Entsorgung und Recycling GmbH & Co . KG,0
Deich tor hof Verwaltungs GmbH,0
Jelitta GmbH,0
AVI Objekt Bebra GmbH & Co . KG,0
Service Plus GmbH,0
SE Strom werk Energie dienstleistung GmbH,0
"Chemo - Sept Biologisch - Chemische Produkte - GmbH , Munchen",0
JWP Jade Wind park GmbH & Co . XVI . Betriebs KG,0
Maxsyma Verwaltungs GmbH,0
"A & C GmbH , Wirtschaft prufung gesellschaft",0
LEAD Innovation Deutschland GmbH,0
Casino Deluxe Beteiligung gesellschaft mbH I,0
Herker Gala Tief - und Pflaster bau GmbH,0
raum - z gmbH architekten,0
Lupin ' s Lab UG ( haftungsbeschrankt ),0
ILV - Verwaltungs GmbH,0
NPL Portfolio Nr . 3 GmbH & Co . KG,0
MAB Dienst leistung - und Vertriebs - Unternehmer gesellschaft ( haftungsbeschrankt ),0
Markes GmbH & Co . KG,0
ACI Ingenieur gesellschaft mbH,0
Otto Bauckhage GmbH & Co . KG,0
Traction . IO UG ( haftungsbeschrankt ),0
Restaurant Kugel ofen Inhaber Milos Michalcik e . K .,0
JuKo Auto motive GmbH,0
Tankstelle Claudio Guzzo Foliaro e . K,0
Priert Paletten service e . Kfr .,0
APERAM Alloys Germany GmbH,0
3 G Handels UG ( haftungsbeschrankt ),0
Mangelberger Elektro technik GmbH,0
ANNE GORKE GmbH,0
Apollo Trend Edition GmbH,0
ALSINO Verwaltungs GmbH,0
MSH Metall beize + Stahl handels gesellschaft mbH,0
Allgemeiner Gastronomie gerate handel Schneider GmbH,0
Andreas Dulger Verwaltungs GmbH,0
inScenario Verlag und Verlags buch handlung GmbH,0
Back service Gaux GmbH,0
Boetker Verwaltungs - GmbH,0
Chromdruck GmbH,0
Kronen GmbH Kaffee rosterei und Gastronomie bedarf,0
